osoba_id,nazwa_firmy,stanowisko,branza
e8f65579-2255-4833-8125-bdf5a1958419,Brennan PLC,Biochemist clinical,monetize
77272511-9b1f-4d62-9c99-fdd306d70ff2,Harris Love and Howell,Insurance risk surveyor,matrix
4a4083db-5513-483e-81ea-b7d79bab48e4,Stephens-Silva,Oncologist,deliver
9cc9529d-e4ec-45f9-b75d-226fb0b90bb2,Adams-Davis,Financial planner,syndicate
2886bb93-737d-4834-91e1-69e70ab761ef,Rosario and Sons,Chief Executive Officer,enhance
4955711b-ef0a-47d6-b328-a49cdc51e5ed,Bates Chavez and Flores,Broadcast presenter,embrace
c10f020f-37ca-4292-aab8-a1172ca87e54,Rangel Moore and Wood,Civil engineer consulting,synergize
f2bd769b-3ce8-4d48-a813-722a81db6bef,Pruitt Thompson and Murphy,Therapist occupational,brand
63543716-58a6-4107-986e-9aefa4518131,Reed Ltd,Sport and exercise psychologist,incubate
0490f344-dc6b-4684-9e2e-b1ed87334834,Mitchell-Davis,Sports administrator,transform
ec86b070-db42-4dcf-977d-cfe19262865f,Hall Group,Politicians assistant,drive
da5f1551-c612-4493-bc69-981d855cbc62,Daniels-Hale,TEFL teacher,facilitate
2ee2ccc5-8b32-4db5-94ac-bb49682d63b7,Woods-Garza,Health promotion specialist,visualize
5ac9116a-266a-4c5f-b078-557617f48ba3,Mcclain Group,Pharmacist hospital,enhance
696b5667-74ed-4a9d-94a1-1dae1b5a5d0b,Woods Black and Barrett,Sports development officer,morph
43bd7a8c-ce3f-4311-bc64-19651defb001,Smith Inc,Call centre manager,visualize
1f141b90-7be3-4df6-8638-a01ea82f1d6d,Montgomery-Morgan,Clinical research associate,syndicate
474a2697-eaa9-470f-a71e-6b413a7aef71,Simpson-Baker,Local government officer,harness
03351dba-202d-4336-8576-bd111ad0c8ff,Knapp-Johnson,Engineer production,evolve
443ebe75-cd51-41d3-8380-f8d932382159,Stevens Group,Therapist nutritional,expedite
a9a2dc6d-4843-4558-bcd8-5f53f6fed923,Williams-Mcclure,Engineer maintenance (IT),facilitate
edaa2ec9-2d01-4bbf-842c-e248a274ff41,Gray Phillips and Fox,Academic librarian,morph
d3a12d2b-54d5-4613-b98a-f6c8f3c79684,Sims Group,Chiropractor,integrate
740bdddc-f87e-4038-9661-95cced0e1700,Johnson Williams and Morris,Surveyor commercial/residential,strategize
9a86236d-b573-44c8-8c57-df85efef9716,Briggs Caldwell and Hall,Financial adviser,morph
b131a300-fd7d-4e20-908d-22d25dcca8b9,Williams Robinson and Benton,Civil engineer consulting,orchestrate
79ed09d5-a30f-4bdb-bd18-1b34bacb8e78,Scott-Conway,Town planner,harness
c876b6c7-52f3-49a1-8930-4b0f8ea72439,Haynes Inc,Radio producer,enhance
0c54b9b9-9db8-4940-af1e-13b0cad606af,Graham Inc,Recruitment consultant,streamline
467b7657-e09a-4ccc-be9e-a3922ef57aa5,Hansen Roberts and Pierce,Production designer theatre/television/film,exploit
a2ae1673-a604-4a25-a8b7-77c8769ca247,Green-Thomas,Risk analyst,synthesize
4889fce0-65c4-43c8-b6b1-26cb9db0f62d,Stone PLC,Neurosurgeon,strategize
178403dc-d8ed-4695-8e54-f90278807450,Marquez Group,Industrial/product designer,extend
009e47da-147c-416c-8e1c-becd8159baa0,Brown Inc,Clinical embryologist,brand
e1f8096d-6e28-4c0a-8581-cad3852dbcbb,Casey-Green,Civil engineer consulting,exploit
e0484503-8989-4829-b890-2a704caea7bd,Martinez Gonzalez and Bennett,Careers information officer,generate
93c2816e-c59f-42d9-96a0-22af34634080,Thomas-Woods,Lawyer,synergize
276874d7-a69b-4ff9-a6f5-69fb36de75df,Caldwell Group,Customer service manager,whiteboard
0bd4f38e-dda9-4f61-866b-8c71e91a381c,Perez Wilson and Steele,Therapist sports,morph
59352731-c8d3-46e2-80d7-b1883fbab084,Davis Thompson and Hickman,Theatre director,productize
ef507a43-53fb-4087-8bb7-474ed045217d,Pena-Jimenez,Architect,transition
11fc3011-80d4-41d0-96b2-e4c1454e6ed4,Gonzales-Morgan,Management consultant,benchmark
2d41d875-da80-4185-9c50-d8cbcc97657d,Knight-Williams,Education officer environmental,exploit
b7cb1171-be9e-49ce-bddd-e19279c7a1b8,Espinoza PLC,Astronomer,revolutionize
aa117701-eb7b-47ba-ba80-606b09a73742,Johnson Fuller and Johnson,Product/process development scientist,empower
19e71bb4-5aa6-4590-b44a-314e3a3eb2a5,Howell-Santiago,Copywriter advertising,whiteboard
26de8892-abfb-439f-98e4-dd78a48f3212,Hall-Jordan,Furniture designer,enhance
8a7de4eb-c40c-4885-bff4-9d937d3164b3,Fernandez and Sons,Aeronautical engineer,transform
3f82e231-7c2f-4a6b-a1aa-98c4bb5ceaa8,Mills Ortega and Cortez,Retail manager,streamline
ce927733-2c8a-4c18-bf46-99f91260817b,Benton-Hayes,Advertising account executive,enable
35e9b051-0148-48cf-88d7-8a51067ef53e,James Escobar and Johnson,Land/geomatics surveyor,whiteboard
510d79e7-a7d3-42f4-a535-41f14f81954d,Gomez Inc,Research officer government,enable
94d9cb56-1a58-44bc-aabc-bb8175e61dc2,Sims PLC,Sales promotion account executive,target
d20244b2-1ce6-495a-9b18-1739e1c09b81,Mcmillan Price and Suarez,Nurse mental health,synthesize
5baf5b7d-d0dc-4472-a3e7-6f9c73c97968,Jordan Group,Careers adviser,aggregate
867f2cca-8ec2-4205-984d-08ec200376fa,Navarro West and Howell,Clinical scientist histocompatibility and immunogenetics,generate
c387cb85-9a89-406d-a77d-02ded8245cc0,Clark Wilson and Sanchez,Nature conservation officer,aggregate
114ef79e-afd7-4856-8c35-cb73c9e93add,Peters Inc,Embryologist clinical,cultivate
828bab7e-18ce-4ff4-a125-267e5d7aa2c9,Green-Johnson,Human resources officer,incentivize
73f1a726-f45f-422a-9b04-235e57d7670b,Greene PLC,Medical illustrator,mesh
f26539ec-bf2f-4163-ac7a-7f442e18d567,Davies Group,Civil engineer consulting,productize
c2fd4c7e-9f16-4733-8eae-51b867796111,Cruz Young and Jenkins,Television camera operator,synergize
8101cbc9-adf9-48a0-83c0-85d096d8fe42,Oneal Saunders and Wright,Engineer manufacturing,innovate
8c671d95-7b22-4d82-8b55-c9b70f8d0fd4,Crawford Ltd,Dentist,matrix
0aa63fb5-d279-43da-86b1-a0dd1db0a7df,Ferguson LLC,Aid worker,re-contextualize
04a22f76-0992-4bc4-978e-bc92f5b9fbcc,Archer-Johnson,Data processing manager,optimize
97aa9662-5ca8-4e14-962e-a3e5b63043a3,Branch-Ford,Radio broadcast assistant,grow
d59b1800-9a32-40df-9108-a005b72e8c0a,Mccormick Mitchell and Buckley,Brewing technologist,matrix
0941d75a-7369-48f0-b818-8fb03a1c3f45,Reyes-Barnes,Landscape architect,revolutionize
c41a5b27-4286-4151-8f2f-39b2bd162f17,Logan Jones and Taylor,Magazine features editor,enhance
227555f4-045a-432e-a231-28d6c72efc3d,Caldwell-Doyle,Engineer manufacturing,innovate
3b47b799-7870-415e-9d54-22a5d492c350,Smith Robinson and Rodriguez,Social research officer government,synthesize
7b539c35-e63b-4f2d-b62d-f3b95ba26b9a,Kelly LLC,Further education lecturer,facilitate
ca7c3580-efcc-4630-9391-948cdbb437d9,Jimenez-Melendez,Theatre stage manager,embrace
1e347d56-aaad-45e7-9254-bf167c78b252,Flores-Newman,Actor,engage
ad18800b-4837-48d9-b930-44ea8145ff85,Smith PLC,Environmental manager,synergize
8b3ea020-881f-41ba-b566-c1dea30082e3,Harris-Mclaughlin,Physiological scientist,re-intermediate
5a479069-a46b-406f-8da5-1dd57a86e1d4,Stevens-Bryant,Counsellor,morph
26c4a883-e456-4836-a118-3424f49ce12f,Gates Orozco and Reeves,Personnel officer,matrix
94842a71-b159-47a8-b4a7-c10a1114e5d2,Reed-Perry,Television camera operator,re-contextualize
fa1f19fd-5823-417a-8e7f-dcea091dc925,Hunter Brown and Bean,Youth worker,synthesize
34338711-6b1e-4521-80e2-b61cd916b223,Wagner Group,Publishing rights manager,redefine
5c8d8d03-9194-4fe1-96ac-e4b723ad4c3b,Weber Hubbard and Gutierrez,Geneticist molecular,visualize
0ed63de4-aa7c-4943-b84b-19a811165c7d,Hinton Aguilar and Greene,Financial adviser,drive
7a46f7a2-2459-4ceb-beea-a75f835a4d0a,Valdez-Gibson,Insurance account manager,envisioneer
815414b5-264d-488a-bd36-cbaef4b09c65,Ford Colon and Zavala,Medical secretary,repurpose
8ccee02d-b833-4850-9c6d-530338ea8f3a,Payne-Zimmerman,Geneticist molecular,engineer
c9283942-7715-4381-9647-ab6f5c67de67,Choi Munoz and Anderson,Clinical cytogeneticist,drive
525e8907-79ea-463b-8c07-ead913c8aa76,Johnson Inc,Hospital pharmacist,enable
c352bcfb-15c4-4295-baff-4858a4c5c449,Boone-Hickman,Production assistant television,implement
efade9f5-c12c-4778-a08b-b1fbde0ff63b,Hoffman-Foster,Surveyor minerals,utilize
1bcb9805-c86e-450e-93b3-56e2b7895a73,Downs Inc,Ergonomist,repurpose
50321830-c85f-406d-8850-54bff89aae98,Reid-Deleon,Social worker,redefine
cadecb36-91d3-41cc-afa9-df33c0936214,Velazquez-Duarte,Counselling psychologist,e-enable
50c5239e-e1a3-4b30-a7b6-50656a2be14f,Griffin Group,Armed forces operational officer,benchmark
5fd12592-25b3-4b65-ba81-4b9319b00f91,Morgan Inc,Personnel officer,implement
2937e2fe-fa77-41f6-8580-7a47ebe45f86,Young Hardin and Riley,Statistician,engineer
88c88061-3dbb-4810-9012-ef70823bfe30,Morgan Sherman and Thompson,Engineer drilling,synthesize
53c52c1e-375b-429d-84e0-f5ed1c4cd016,Lynch-Li,Toxicologist,whiteboard
d3863d7b-d6a2-43b4-bf84-1e598449f70c,Thompson-Gardner,Tourist information centre manager,implement
05c876f8-3d77-4430-81d4-8a765e5385a4,Wood Horton and Williams,Public affairs consultant,embrace
d624408b-f600-4c61-9c51-b0cb143f778a,Moore-Smith,Designer furniture,incentivize
00d6c481-ee86-487a-a271-0681690b89a3,Cortez Gomez and Jimenez,Private music teacher,incentivize
ec0842e3-9c7e-4891-9b13-2988f48695e1,Wilson-Ramsey,Surveyor rural practice,generate
1ec60fae-f659-48c1-bbb7-c6dbd1631fa3,Stone-Robles,Air broker,unleash
c5af8035-3f88-432c-beaa-98f9388786cd,Ortiz Ltd,Analytical chemist,unleash
c8947a20-55ff-4334-95cc-0b476513f2bd,Nicholson LLC,Warehouse manager,optimize
24f54e70-0294-454f-b46f-074e7ce87c5b,Escobar-Williams,Restaurant manager,transform
b02b0531-42bb-451a-b971-bcb2bad06194,Hunter-Taylor,Geographical information systems officer,synergize
e7873975-8b03-4e50-a84d-9fd1905b4b9a,Collins-Ayala,Food technologist,benchmark
a6ea5d1f-17be-47be-be8a-a2b6449fd338,Serrano Miller and Lewis,Brewing technologist,iterate
92ac1e5c-a9bd-479b-81cb-09aed4d9e97a,Romero Ltd,Environmental consultant,benchmark
550b84c1-6afa-4b65-b79e-81abb5aaa85b,Ramos-Bryant,Engineer land,facilitate
43e8e2ee-61fc-4a77-b10c-cfa46031a728,Turner-Phelps,IT consultant,architect
b2711399-d190-42bc-ab4a-a849ee8d820b,Barr Munoz and Adams,Physiological scientist,aggregate
ebc21c4e-0a72-4715-9a3b-f2c177ca09c2,Osborn-Cruz,Statistician,exploit
6baff412-ac75-4577-8b9e-1f0965aca1fc,Warner Group,Nurse childrens,revolutionize
f49b0574-2c64-424b-bd27-7e7cea818bf4,Tran-Green,Publishing rights manager,monetize
0c41298f-27f0-458b-a28c-dfaa61cc3cc3,Jones-Hunter,Dentist,matrix
3e8ea022-76c6-45e5-a229-d1e5857c87f7,Blackwell Green and Arellano,Surveyor minerals,engineer
310769a7-e98d-4304-a30b-c0059846ac24,Banks PLC,Buyer retail,strategize
837f8d4f-6435-438a-811d-99ce55bac53d,Brown-Sanchez,Colour technologist,repurpose
2fd0a664-d71a-42dd-8c06-a3b7e92f8fa6,Harris Silva and Cox,Transport planner,generate
230a3346-2b2e-4b46-9be3-f1341991bd6c,Rogers Johnson and Kline,Accountant chartered certified,disintermediate
a2d71d31-3431-4183-a356-3fa3f06d1c71,Rangel Rocha and Anderson,Architectural technologist,disintermediate
bc4cce43-6ad5-40d3-8f5a-d43955613ec5,Turner-Higgins,Television production assistant,target
3c8da744-747a-4ae3-8770-ece49a9c678e,Moore-Jordan,Manufacturing systems engineer,empower
c36db5ef-fc83-42a0-b0e6-074102365d24,Johnson-Mcfarland,Sports coach,whiteboard
7e45217c-b01c-4ace-9802-400fb37bba03,Freeman Inc,Oceanographer,syndicate
9e4254eb-74bc-40f7-8d00-c38f3aba4be8,Duran Inc,Buyer retail,maximize
6e4dee2e-9129-4294-adb6-203ca12ab8d5,Wong-Dudley,Administrator education,envisioneer
9dfbccd3-0c78-4b36-98fa-8a65fbbb6d8c,Woods-Walsh,Medical laboratory scientific officer,evolve
5cf42f31-6ba6-45ff-87a6-31639fc477c3,Brown Inc,Garment/textile technologist,expedite
ba797156-e0e2-457c-95e5-406d6c8c6fd2,Smith-Maddox,Town planner,enhance
83488e2c-326c-411a-a881-9b0bf23b3299,Wilkins PLC,Designer exhibition/display,mesh
eece99b4-eaab-42e4-8656-fd0b1ad20653,Alvarez and Sons,Optician dispensing,incubate
dc254606-208e-48f0-a076-ecbadad7a8e3,Mcguire Buchanan and Smith,Pathologist,enable
017342c6-6bac-4a73-8699-26585cb2886f,Hansen Fuller and Oconnor,Accounting technician,transform
2edc9bab-e5b9-449f-9b3b-2c46ef5e5c5d,Barnett-Gordon,Development worker community,harness
bfb27960-5fc6-45b5-97a1-0a2c8fd0693f,Clark PLC,Jewellery designer,deploy
c1f7928f-fc69-4064-8d45-166fa28385db,Moore-Watson,Police officer,monetize
7d9bd931-487a-4e3c-8b2c-2cefafba7e9e,Warren-Ferguson,Investment banker operational,visualize
559cf979-a77d-4a98-be5c-78b6f7f163cb,Myers and Sons,Camera operator,seize
38a536ff-9880-45da-b079-d0f417b86899,Hernandez Barker and Anderson,Leisure centre manager,productize
4593e1f4-4af5-4883-8949-b45f6288d228,Wood Ltd,English as a foreign language teacher,leverage
c26adc8a-f1f7-40cb-88e5-2d22cca21883,Martinez-Smith,Surveyor building,utilize
2bbc35c2-c4b5-4ec4-9303-066de0ae6e70,Greer-Salazar,Dietitian,target
3ec248b4-6a57-4bbe-9e94-6c179b298fa5,Perez Fisher and Nelson,Media planner,repurpose
3987a7ed-cbe7-400e-a1f2-ee8995139750,Smith Todd and Paul,Therapist occupational,productize
d7f68529-8fe2-43cb-aa64-893405b1e3a5,King-Davis,Production manager,monetize
25d8d81a-7290-4b4b-bb05-03571f85a443,Kramer Ray and Wilson,Careers adviser,redefine
50df35a8-a1ad-4d38-aa7d-6a38b1e46359,Alvarez Williams and Rosario,Local government officer,evolve
7b0d746f-964b-46af-9922-fbb2cb788cd0,Park Ltd,International aid/development worker,visualize
f4fcafef-2347-4a33-b42f-7979fcde6567,Franco Inc,Conservation officer nature,productize
244d678a-d326-4060-8cf9-cc07509e0ed9,Smith-Ponce,Dramatherapist,productize
29edcb9b-72f6-4315-8df5-31154e9cb204,Brown Jacobson and Garcia,Social research officer government,unleash
2e1e2cbe-9783-4f11-b60d-a4cfde0e8a3e,Miller LLC,Podiatrist,brand
e8e6b61a-6e90-40ea-80b0-08003aaeffc4,Mcgee-Sullivan,Journalist broadcasting,benchmark
2b862236-4f80-410f-a15d-c58f78e73972,Flores Davis and Martin,Geneticist molecular,iterate
189649ab-6215-471a-812c-144287bffd95,Singh Ltd,Surveyor building control,revolutionize
c7f6604f-ce05-403b-ada9-03c7e7e0687e,Decker Scott and Huff,Agricultural consultant,whiteboard
08d8724b-1412-4249-8331-3990a4468ce3,Brown Carpenter and Alexander,Fitness centre manager,utilize
1a452a7d-2740-431a-97c4-06e3982d0cc5,Baxter-Medina,Early years teacher,embrace
6912b0b9-11e2-46c1-b32d-0b5425002377,Perkins Andrews and Klein,Educational psychologist,synthesize
54930586-74a8-4328-a5d4-35efb9c4813b,Young-Ford,Osteopath,transform
abd7da5c-b720-4d78-9f98-201407669bee,Williams-Brown,Maintenance engineer,innovate
801ccefc-4dea-4f4e-8862-199c8be626f2,King-Tran,Therapist music,enable
c18d9d18-c58e-4d1f-b6cc-7341badac682,Hunter Williams and Allen,Environmental education officer,generate
f6582ed1-7128-4e48-b4cf-b5ea07fbd49c,Cruz-Kennedy,Actuary,enable
e10ec85c-234e-4b73-895c-d34ede2af251,Beck Ltd,Physiotherapist,revolutionize
25369ec2-f251-4f8e-9b6d-656fb363b327,Bautista-Thomas,Administrator arts,seize
25c74816-792d-4d67-9270-33346f19a585,Flores Trevino and Oneal,Producer radio,target
3914d67a-e813-4245-943e-25136f283943,Davis PLC,Regulatory affairs officer,empower
ce9d91c2-9e3d-4c17-84ae-d3590f9ceaf0,Harris Allen and Bruce,Engineer manufacturing,benchmark
80d178e8-9d21-43e6-b86e-bd9bdb66e2bb,Willis Rojas and Bishop,Local government officer,envisioneer
eb8a9f52-2f6f-478a-9a54-88b03a5b04d8,Salazar Ltd,Trade union research officer,strategize
0f916f8e-59e1-4809-9a4e-ed237d002a25,Williams and Sons,Scientist clinical (histocompatibility and immunogenetics),leverage
be0154a0-52b1-4ff2-9855-0b80dc4814cf,Leonard Washington and Smith,Surveyor building control,scale
08745f84-9ad2-4c63-958a-d6102d4755a0,Robinson Group,Training and development officer,reinvent
15d9954d-2be1-4288-a683-1add132e75eb,Harrison Group,Contracting civil engineer,disintermediate
406cbe50-daf7-4192-87b7-7ceb749b604f,Bird-Smith,Production designer theatre/television/film,transform
3cfe878d-241c-46ed-92bb-0dd495a75406,Thomas-Walker,Ranger/warden,streamline
641a00f4-d8b2-4536-b141-1f512ad53964,Rogers LLC,Commercial art gallery manager,embrace
62655a76-e95c-420a-94d4-31d1977dd860,Pearson Graham and Mckay,Glass blower/designer,unleash
fbff9491-a944-46e5-9c9c-5fdba64520dd,Sherman Inc,Surveyor minerals,engage
6aa9ce6a-e05a-4fc3-a1aa-e309e85d5884,Hardin Allen and Harris,Manufacturing engineer,exploit
ab33238c-fbc8-4349-9bb4-39966d8e049e,Duffy and Sons,Environmental health practitioner,aggregate
f868aef1-54c8-4683-9989-1eac4998e209,Hoffman LLC,Therapist art,benchmark
45d107f1-1c32-4578-87e9-1b6594378493,Rice and Sons,Surveyor rural practice,transition
9dc4838b-8e46-4e02-9571-a76005124399,Ruiz Young and Hubbard,Ceramics designer,strategize
0421883f-b6ca-4aa7-8e7f-2f97b5947b09,Jenkins-Cook,Teacher special educational needs,e-enable
fe703cab-42f1-40a6-abf3-d5fc58de6c86,Newman Mendoza and Payne,Designer interior/spatial,benchmark
28e40cfc-f48a-4545-9afc-bba6dbd04d44,Watkins Franklin and Miller,Patent attorney,engineer
926de303-45af-4f72-9298-24e338925fe7,Wong PLC,Solicitor,strategize
69e29ad7-5feb-4446-9859-7a2434416b3d,Dixon Inc,Therapist music,maximize
e9fc2cf4-8770-4348-b165-bfcf8c4bb0ff,Clark-Bean,Medical secretary,brand
d9bd561c-fa30-4e82-83c4-9c26a834e0f0,Huff-Williams,Physiotherapist,utilize
f4b77aab-0323-4050-8a79-79da51b1b8a7,Farrell and Sons,Librarian academic,innovate
3a3ddfb4-01e9-4276-9d0f-63f212a222bb,Mckee-Rivera,Accounting technician,generate
599f791a-3031-4ad0-9379-cce74b8da523,Hayes-Martinez,Horticulturist amenity,strategize
03183aa0-7a36-4bba-a3a1-0d434cb151b8,Love Rodriguez and Miller,Plant breeder/geneticist,whiteboard
85fcfa02-3920-4a22-9360-aa8280a690c2,Rich-Perez,Quarry manager,visualize
546dca50-e12c-4847-b5c4-936d82fb9c30,Thomas Roberts and Good,Animal technologist,envisioneer
d6982ed1-82ee-463c-b0b2-11f8cef89bbf,Reyes Ashley and Gardner,Lighting technician broadcasting/film/video,deploy
eb5c85e7-3246-4740-b574-358242db8d00,Buck Carter and Larson,Claims inspector/assessor,empower
db4e688c-428b-4040-9700-df58f8afbd53,Nelson-White,Race relations officer,facilitate
aab51933-e429-4d3a-ace3-c4d276dcc6a1,Mercado-Jackson,Production engineer,synthesize
361ef04f-de1b-432c-86f0-7d60cb37c546,Hall-Miller,Arboriculturist,monetize
11da5786-cde8-43ab-acc7-feedf993cfb8,Moore Jones and Herring,Surveyor building control,redefine
acca3095-5fda-4919-a162-56c42c890fa3,Smith-Ford,Marketing executive,utilize
6e0b42ee-1bdc-400d-b741-c8a6628414fd,Contreras Ltd,Clothing/textile technologist,empower
d6b028ff-a347-4b14-ac63-41e6dff6ca1e,Taylor-Johns,Colour technologist,repurpose
ad7b765e-050b-4151-b314-f3f4664f88f7,Green LLC,Programmer systems,orchestrate
5fc3b455-b0f6-4b6e-a118-b60399e6a82d,Simmons and Sons,Producer television/film/video,transition
8d99217c-8ed6-4cb8-a350-ea2f0d9d302e,Kennedy Carr and Lee,Electronics engineer,grow
0b329318-cdd0-4f0b-9f9e-c90a2faede64,Reeves Ltd,Airline pilot,empower
35885a7a-d4c6-47e6-a7d5-53a06427f6e2,Perry-Johnston,Clinical research associate,embrace
92585150-4ba3-4f57-b9cb-468bd7adfcac,Patterson-Quinn,Publishing copy,engineer
1951bc76-281b-48fe-ac37-d5436dbf8229,Bennett Horne and Crawford,Soil scientist,drive
6016c046-55d4-4716-9089-0bde52e899f0,Brown PLC,Community arts worker,grow
cb95c078-5009-479a-b241-cffe17853885,Shannon-Jones,Dispensing optician,benchmark
b753bde5-0887-4d24-9d11-401ea9a9992c,Downs-Hinton,Investment banker corporate,embrace
59793981-8b91-46e5-b111-dc00c0314c20,Cooper-Hess,Community development worker,syndicate
35210678-02ff-43f6-8896-396b5fe428e2,Bray Crawford and Tran,Financial planner,re-contextualize
cda60ef4-8125-4f2e-91fc-ab3bea69bf75,Nelson-Wilson,Psychologist forensic,orchestrate
261866f0-c22d-44c4-bc0a-943029fb3ab0,Hernandez Colon and Richardson,Forensic psychologist,reinvent
60389b72-50a4-4aa2-a356-f5c3e1f421d9,Hernandez and Sons,Engineer chemical,deploy
e9173087-5850-4ddd-940b-4758fc6fd9d0,Graham Caldwell and Walsh,Dietitian,facilitate
77962da9-386b-4871-a3aa-a724ae3e00d4,Sanford Williams and Munoz,Engineer maintenance (IT),implement
516db896-1aa5-4194-956f-ac573db2c6de,Carter Owens and Molina,Dispensing optician,orchestrate
04a85cec-b070-4faf-a926-c052ff9ee698,Michael Garza and Reed,Health and safety inspector,reinvent
5166d8fa-7a24-47a7-95ee-c46324fc897f,Jackson-Guerra,Doctor general practice,productize
1802d00f-3733-4197-bfbd-837771e7818c,Sawyer-Jones,Set designer,streamline
5263659a-f55f-41af-b5d2-66860ca5c9e0,Medina Nielsen and Mcfarland,Information systems manager,generate
31834926-6b06-466b-9e92-8fb5146cf979,Finley-Russo,Chartered certified accountant,engage
47d90d09-0fd2-4ee2-9700-4548f968afb8,Roach-Hamilton,Administrator Civil Service,synergize
645a8e67-891e-4391-a95b-6453a8c53061,Wagner Robertson and Henderson,Television camera operator,scale
fb1f69bc-7887-4ae4-908d-4448caff476c,Luna Ltd,Paediatric nurse,iterate
97798e3c-be21-4845-81b7-8ca4a4359045,Simmons Smith and Perez,Land/geomatics surveyor,scale
f1366d48-919f-413d-bc7d-132e2f2953aa,Moody-Powell,Energy engineer,reinvent
f33b6cad-48c8-478e-bd9a-1ea44a4d3cbb,Villegas Ltd,Print production planner,integrate
f1801b0e-2654-42f7-b44b-95b1c6403557,Bright Perez and Wheeler,Engineer production,seize
ed586463-9687-480c-b9ed-3c20e9249279,Evans-Richards,Sound technician broadcasting/film/video,extend
5c05d536-793d-4820-8110-1cf1f18c3970,Oconnell Cherry and Briggs,Economist,streamline
046b652d-614b-4e07-a172-6d9f17f46bc2,Perez-Ford,Biomedical engineer,synergize
1ee6f55c-4088-4ebf-8988-29aaf4206211,Proctor-Conner,Freight forwarder,enable
c643ca56-00ab-4dc2-a569-18db01d752e3,Sparks Chapman and Moore,Electronics engineer,architect
21d2b70c-c653-415e-9424-d9702a5d3e3f,Leon-Novak,Scientist research (life sciences),architect
b009d8c3-18bc-4b29-a7ca-aee3111ef0cd,Simmons and Sons,Metallurgist,drive
059c84a3-15be-4407-89bd-b5e31786a31d,Wood-Armstrong,Futures trader,mesh
ecb7980d-2c1e-4c65-8c60-7e2697f38d1d,Golden-Beard,Print production planner,integrate
70788eed-4223-48c1-9455-5a53c3cf1aa2,Li Powell and Larson,Buyer retail,architect
2ff9cc85-fd46-4377-8d3a-d3e9827a31a1,Scott Inc,Community education officer,leverage
118afca0-5da5-4f1e-8c86-3df5398e9667,Carlson Drake and Mora,Art gallery manager,deploy
e2305ab3-ed0c-405e-b7b6-e0c5c5170506,Wilson-Moss,Therapist horticultural,target
a79d0efd-ba77-44f7-8a3a-10b71cfcab43,Rivas-Bailey,Nurse learning disability,re-intermediate
427e1c79-d9b6-4bfe-9862-f810d907bfbb,Barrett-Curry,Air cabin crew,repurpose
ecb77c34-7c33-4375-bd6e-cebb5cbe72b7,Davis-Baker,Designer exhibition/display,streamline
19a34cda-6371-443f-b477-e868315f4a97,Jones Bell and Davis,IT consultant,implement
305c2596-dc94-46e9-835d-09b853a1d63d,Grant-Wagner,Film/video editor,transition
d1643568-911d-46f3-a338-a6b042f99b8b,Adams Ltd,Geologist engineering,target
1556774e-0da5-4861-9589-0b459ae785ed,Taylor-Matthews,Metallurgist,synergize
5414c54d-5d64-40a1-abd5-c1c555d673a5,Alexander and Sons,Interpreter,iterate
41ac30f8-f991-479e-9b45-e4f143f88ac2,Stewart and Sons,Artist,architect
5084a424-1958-426c-8ab9-ff1fd65c84e0,Smith Group,Horticultural therapist,orchestrate
1dad6a25-7317-4a9a-b6c6-a2ab7865ef57,Meyers LLC,Accountant chartered management,scale
31967b41-f4c0-44c8-bb8c-a0b11a0db719,Davis Ltd,Water engineer,embrace
34611bd8-342b-4d17-838f-bb41235dccf1,Sparks Santana and Bailey,Commercial horticulturist,optimize
e045cf30-af0a-4e88-9f1b-4f7e8cc2bdee,Adams-Rosario,Airline pilot,reinvent
e1b2305b-37f2-49d7-9421-3caffd54a962,Patterson-Mcguire,Communications engineer,aggregate
e7ba8f32-e5fc-47c1-8d8d-83c10e3a8036,Smith LLC,Estate agent,integrate
516db11e-41be-41e0-a766-8fb6ccc8c880,Brady-Wilson,Engineer maintenance (IT),morph
16a118ca-9033-41da-a868-8ba5555995e1,Martin PLC,Medical secretary,architect
8655ce2a-0e19-4280-bbbc-45a9e849b198,Lee Andrews and Torres,Arboriculturist,synthesize
cc6276e9-2086-4419-8bcc-ea7a8b36d5bb,Rodriguez Johns and Rangel,Psychotherapist,deploy
730e9219-69f6-446d-9aa9-8575d6fc10d3,Johnson Taylor and Walker,IT trainer,streamline
f41d784c-820d-4c32-b8c3-68270de5d69d,Neal Ltd,Manufacturing systems engineer,innovate
a949dfd2-f3a8-4d11-b4ca-20dc2ef42a43,Marquez Robinson and Johnson,Commissioning editor,mesh
8f74753c-dc6e-4706-b091-765e6839019e,Rogers-Clark,Ambulance person,enable
3c79c892-2363-4c98-85ca-6d32feabf039,Gonzalez Liu and Reynolds,Printmaker,e-enable
0743c606-6215-4308-8c1c-d6c246f723f5,Sims Campbell and Costa,Legal secretary,embrace
05938099-b432-4bfb-85eb-399f4f6e8ea8,Ramirez Inc,Engineer chemical,architect
f80f7540-2242-4f47-beb0-6fcddf7db2d6,Webb and Sons,Therapist horticultural,scale
baf85f55-2878-4f9c-ac29-01d9ce9fb5b0,Brown Espinoza and Hernandez,Therapeutic radiographer,unleash
a842b1bb-a1b6-4116-a67b-f03a2a32eb21,Barber-Daugherty,Psychiatrist,synergize
0fe152f6-60ea-496a-982b-15d9589f2387,Carter-York,Tourism officer,synergize
